market,side,size,entry_price,realised_pnl,trade_pnl,funding_fees,trading_fees,exit_price,exit_type,closed_at
EIGEN-USD,LONG,52,0.5654,0.186,0.1976,0.001674,-0.013274,0.5692,TRADE,2025-12-02T16:00:43.424Z
APEX-USD,LONG,50,0.59199,-0.060667,-0.051,0.00364,-0.013307,0.59097,TRADE,2025-12-02T16:00:43.242Z
RESOLV-USD,LONG,390,0.07582,-0.0367,-0.0234,0,-0.0133,0.07576,TRADE,2025-12-02T15:58:57.321Z
APEX-USD,LONG,50,0.59098,-0.025293,-0.012,0,-0.013293,0.59074,TRADE,2025-12-02T15:58:49.941Z
APT-USD,LONG,14.9,2.0002,-0.026817,-0.01341,0,-0.013407,1.9993,TRADE,2025-12-02T15:58:13.022Z
EIGEN-USD,LONG,52,0.565,-0.028816,-0.0156,0,-0.013216,0.5647,TRADE,2025-12-02T15:58:04.291Z
APEX-USD,LONG,50,0.59321,-0.12882,-0.1155,0,-0.01332,0.5909,TRADE,2025-12-02T15:57:16.560Z
APT-USD,LONG,14.9,2.001,-0.026823,-0.01341,0,-0.013413,2.0001,TRADE,2025-12-02T15:57:16.725Z
LINEA-USD,LONG,3000,0.009665,-0.103026,-0.09,0,-0.013026,0.009635,TRADE,2025-12-02T15:57:16.507Z
ENA-USD,LONG,110,0.26162,-0.062438,-0.0495,0,-0.012938,0.26117,TRADE,2025-12-02T15:57:16.809Z
APT-USD,LONG,14.9,1.9933,0.095381,0.10877,0,-0.013389,2.0006,TRADE,2025-12-02T15:53:09.929Z
LINEA-USD,LONG,3000,0.009615,0.100995,0.114,0,-0.013005,0.009653,TRADE,2025-12-02T15:53:09.749Z
BERA-USD,LONG,32,0.9248,0.057068,0.0704,0,-0.013332,0.927,TRADE,2025-12-02T15:53:09.773Z
LINEA-USD,LONG,3200,0.009248,1.264528,1.2768,0.001331,-0.013603,0.009647,TRADE,2025-12-02T15:46:14.515Z
BERA-USD,LONG,33,0.8922,1.142079,1.155,0.000587,-0.013508,0.9272,TRADE,2025-12-02T15:46:14.010Z
JUP-USD,LONG,122,0.2436,0.730302,0.7442,-0.000358,-0.01354,0.2497,TRADE,2025-12-02T15:46:13.797Z
RESOLV-USD,LONG,400,0.07387,0.0067,0.02,0,-0.0133,0.07392,TRADE,2025-12-02T14:55:45.708Z
BERA-USD,LONG,33,0.8911,0.019761,0.033,0,-0.013239,0.8921,TRADE,2025-12-02T14:55:54.010Z
LINEA-USD,LONG,3200,0.009226,0.041104,0.0544,0,-0.013296,0.009243,TRADE,2025-12-02T14:56:01.907Z
JUP-USD,LONG,122,0.2433,-0.025553,-0.0122,0,-0.013353,0.2432,TRADE,2025-12-02T14:55:37.709Z
BERA-USD,LONG,33,0.8878,0.161678,0.1749,0,-0.013222,0.8931,TRADE,2025-12-02T14:50:24.575Z
LINEA-USD,LONG,3200,0.009147,0.242772,0.256,0,-0.013228,0.009227,TRADE,2025-12-02T14:50:24.648Z
JUP-USD,LONG,123,0.2411,0.109628,0.123,0,-0.013372,0.2421,TRADE,2025-12-02T14:50:24.363Z
BERA-USD,LONG,33,0.8887,-0.056086,-0.0429,0,-0.013186,0.8874,TRADE,2025-12-02T14:42:02.739Z
ZEC-USD,LONG,0.1,332.762,0.106299,0.1213,0,-0.015001,333.975,TRADE,2025-12-02T14:41:42.530Z
BERA-USD,LONG,33,0.8878,-0.013182,0,0,-0.013182,0.8878,TRADE,2025-12-02T14:41:02.682Z
LINEA-USD,LONG,3200,0.009159,-0.035583,-0.0224,0,-0.013183,0.009152,TRADE,2025-12-02T14:41:34.886Z
POPCAT-USD,LONG,299,0.09966,0.423034,0.43654,0,-0.013506,0.10112,TRADE,2025-12-02T14:50:24.278Z
JUP-USD,LONG,124,0.2399,0.122984,0.1364,0,-0.013416,0.241,TRADE,2025-12-02T14:40:00.889Z
BERA-USD,LONG,33,0.8847,0.095739,0.1089,0,-0.013161,0.888,TRADE,2025-12-02T14:40:01.001Z
AVAX-USD,LONG,2.2,13.115,0.046404,0.0594,0,-0.012996,13.142,TRADE,2025-12-02T14:40:00.647Z
JUP-USD,LONG,124,0.2401,-0.062985,-0.0496,0,-0.013385,0.2397,TRADE,2025-12-02T14:33:28.110Z
AVAX-USD,LONG,2.2,13.13,-0.010798,0.0022,0,-0.012998,13.131,TRADE,2025-12-02T14:32:17.357Z
LINEA-USD,LONG,3200,0.00916,-0.105969,-0.0928,0,-0.013169,0.009131,TRADE,2025-12-02T14:33:02.418Z
PENGU-USD,LONG,2800,0.010495,-0.202611,-0.196,0,-0.006611,0.010425,TRADE,2025-12-02T14:33:24.199Z
AVAX-USD,LONG,2.2,13.091,0.066223,0.0792,0,-0.012977,13.127,TRADE,2025-12-02T14:25:56.911Z
SOL-USD,LONG,0.22,131.23,0.004606,0.0176,0,-0.012994,131.31,TRADE,2025-12-02T14:25:56.746Z
SOL-USD,LONG,0.22,131.22,-0.01299,0,0,-0.01299,131.22,TRADE,2025-12-02T14:19:55.403Z
LINEA-USD,LONG,3200,0.00912,0.06685,0.08,0,-0.01315,0.009145,TRADE,2025-12-02T14:25:56.963Z
AVAX-USD,LONG,2.2,13.089,-0.017357,-0.0044,0,-0.012957,13.087,TRADE,2025-12-02T14:19:47.830Z
JUP-USD,LONG,125,0.2383,0.024088,0.0375,0,-0.013412,0.2386,TRADE,2025-12-02T14:17:56.219Z
AVAX-USD,LONG,2.2,13.079,0.006848,0.0198,0,-0.012952,13.088,TRADE,2025-12-02T14:15:19.747Z
ZRO-USD,LONG,22,1.3213,0.006716,0.0198,0,-0.013084,1.3222,TRADE,2025-12-02T14:17:56.494Z
IP-USD,LONG,13,2.2185,-0.053269,-0.0403,0,-0.012969,2.2154,TRADE,2025-12-02T14:14:22.913Z
EIGEN-USD,LONG,58,0.5107,-0.077114,-0.0638,0,-0.013314,0.5096,TRADE,2025-12-02T14:14:22.936Z
AVAX-USD,LONG,2.2,13.063,-0.010732,0.0022,0,-0.012932,13.064,TRADE,2025-12-02T14:14:23.006Z
JUP-USD,LONG,125,0.2378,-0.100856,-0.0875,0,-0.013356,0.2371,TRADE,2025-12-02T14:10:36.318Z
EIGEN-USD,LONG,58,0.5107,-0.001731,0.0116,0,-0.013331,0.5109,TRADE,2025-12-02T14:09:50.966Z
LINEA-USD,LONG,3200,0.009086,-0.096264,-0.0832,0,-0.013064,0.00906,TRADE,2025-12-02T14:10:28.692Z
AVAX-USD,LONG,2.2,13.068,-0.010737,0.0022,0,-0.012937,13.069,TRADE,2025-12-02T14:09:43.300Z
LINEA-USD,LONG,3200,0.009044,0.127746,0.1408,0,-0.013054,0.009088,TRADE,2025-12-02T14:08:45.060Z
AVAX-USD,LONG,2.2,13.013,0.114689,0.1276,0,-0.012911,13.071,TRADE,2025-12-02T14:08:45.281Z
JUP-USD,LONG,85,0.237,-0.063318,-0.05,0,-0.013318,0.2366,TRADE,2025-12-02T14:05:51.591Z
LINEA-USD,LONG,3200,0.00905,-0.038626,-0.0256,0,-0.013026,0.009042,TRADE,2025-12-02T14:05:34.737Z
OP-USD,LONG,101,0.2942,-0.043663,-0.0303,0,-0.013363,0.2939,TRADE,2025-12-02T14:05:42.436Z
JUP-USD,LONG,125,0.2375,-0.138597,-0.125,-0.000267,-0.01333,0.2365,TRADE,2025-12-02T14:04:33.217Z
LINEA-USD,LONG,3200,0.009061,-0.107347,-0.096,0.001678,-0.013025,0.009031,TRADE,2025-12-02T14:04:33.404Z
SOL-USD,LONG,0.22,130.67,-0.039244,-0.0264,0.000086,-0.01293,130.55,TRADE,2025-12-02T14:00:08.689Z
LINEA-USD,LONG,3200,0.00905,-0.035426,-0.0224,0,-0.013026,0.009043,TRADE,2025-12-02T13:57:26.204Z
LINEA-USD,LONG,3200,0.009047,-0.003429,0.0096,0,-0.013029,0.00905,TRADE,2025-12-02T13:51:04.130Z
JUP-USD,LONG,125,0.2368,0.011675,0.025,0,-0.013325,0.237,TRADE,2025-12-02T13:57:26.752Z
LINEA-USD,LONG,3300,0.009009,0.108695,0.1221,0,-0.013405,0.009046,TRADE,2025-12-02T13:19:57.538Z
POPCAT-USD,LONG,305,0.09776,0.169543,0.183,0,-0.013457,0.09836,TRADE,2025-12-02T13:19:57.754Z
LINEA-USD,LONG,3300,0.009009,-0.026575,-0.0132,0,-0.013375,0.009005,TRADE,2025-12-02T13:13:36.381Z
VIRTUAL-USD,LONG,35,0.85144,0.127259,0.1407,0,-0.013441,0.85546,TRADE,2025-12-02T13:19:58.183Z
AVAX-USD,LONG,2.3,12.876,-0.013326,0,0,-0.013326,12.876,TRADE,2025-12-02T13:05:18.682Z
LINEA-USD,LONG,3300,0.008986,0.032846,0.0462,0,-0.013354,0.009,TRADE,2025-12-02T13:12:42.421Z
POPCAT-USD,LONG,307,0.09706,0.183028,0.19648,0,-0.013452,0.0977,TRADE,2025-12-02T13:12:42.446Z
APEX-USD,LONG,54,0.54762,-0.018705,-0.0054,0,-0.013305,0.54752,TRADE,2025-12-02T13:05:11.860Z
AVAX-USD,LONG,2.3,12.892,-0.015642,-0.0023,0,-0.013342,12.891,TRADE,2025-12-02T12:55:39.250Z
POPCAT-USD,LONG,306,0.09744,-0.109106,-0.09792,0.002208,-0.013394,0.09712,TRADE,2025-12-02T13:04:06.514Z
APEX-USD,LONG,53,0.55359,-0.281277,-0.26977,0.001634,-0.013141,0.5485,TRADE,2025-12-02T13:04:06.771Z
PENGU-USD,LONG,2900,0.010011,-0.013441,0,-0.000377,-0.013064,0.010011,TRADE,2025-12-02T13:04:06.712Z
LINEA-USD,LONG,3300,0.008956,0.029592,0.0429,0,-0.013308,0.008969,TRADE,2025-12-02T12:54:29.063Z
AVAX-USD,LONG,2.3,12.884,-0.015633,-0.0023,0,-0.013333,12.883,TRADE,2025-12-02T12:50:24.760Z
POPCAT-USD,LONG,306,0.09728,-0.007276,0.00612,0,-0.013396,0.0973,TRADE,2025-12-02T12:54:29.289Z
PENGU-USD,LONG,2900,0.010011,-0.047856,-0.0348,0,-0.013056,0.009999,TRADE,2025-12-02T12:54:29.109Z
AVAX-USD,LONG,2.3,12.893,-0.040937,-0.0276,0,-0.013337,12.881,TRADE,2025-12-02T12:49:30.843Z
LINEA-USD,LONG,3300,0.008967,-0.095796,-0.0825,0,-0.013296,0.008942,TRADE,2025-12-02T12:49:30.465Z
POPCAT-USD,LONG,306,0.09718,-0.028677,-0.0153,0,-0.013377,0.09713,TRADE,2025-12-02T12:49:30.771Z
LINEA-USD,LONG,600,0.008973,-0.036118,-0.0228,0,-0.013318,0.008966,TRADE,2025-12-02T12:33:24.259Z
JUP-USD,LONG,126,0.2363,-0.038592,-0.0252,0,-0.013392,0.2361,TRADE,2025-12-02T12:26:45.807Z
POPCAT-USD,LONG,306,0.09727,-0.053165,-0.03978,0,-0.013385,0.09714,TRADE,2025-12-02T12:27:23.821Z
JUP-USD,LONG,126,0.2364,-0.051194,-0.0378,0,-0.013394,0.2361,TRADE,2025-12-02T12:26:15.239Z
AVNT-USD,LONG,91,0.3264,-0.022463,-0.0091,0,-0.013363,0.3263,TRADE,2025-12-02T12:26:07.390Z
LINEA-USD,LONG,3300,0.008988,-0.016645,-0.0033,0,-0.013345,0.008987,TRADE,2025-12-02T12:27:23.501Z
LINEA-USD,LONG,3300,0.008957,0.094494,0.1056,0.002218,-0.013324,0.008989,TRADE,2025-12-02T12:09:17.157Z
POPCAT-USD,LONG,308,0.09678,0.092089,0.10472,0.000805,-0.013436,0.09712,TRADE,2025-12-02T12:09:17.510Z
RESOLV-USD,LONG,360,0.08049,-0.106617,-0.0936,0,-0.013017,0.08023,TRADE,2025-12-01T22:23:15.518Z
POPCAT-USD,LONG,311,0.09584,-0.047614,-0.03421,0,-0.013404,0.09573,TRADE,2025-12-01T22:23:15.527Z
JUP-USD,LONG,131,0.2272,-0.039586,-0.0262,0,-0.013386,0.227,TRADE,2025-12-01T22:22:32.041Z
POPCAT-USD,LONG,311,0.09589,-0.038293,-0.02488,0,-0.013413,0.09581,TRADE,2025-12-01T22:21:24.641Z
SEI-USD,LONG,240,0.12248,0.027564,0.0408,0,-0.013236,0.12265,TRADE,2025-12-01T22:21:24.431Z
POPCAT-USD,LONG,309,0.09615,-0.090601,-0.07725,0,-0.013351,0.0959,TRADE,2025-12-01T22:15:59.953Z
CRV-USD,LONG,77,0.38472,-0.096471,-0.08316,0,-0.013311,0.38364,TRADE,2025-12-01T22:15:59.938Z
POPCAT-USD,LONG,310,0.09618,-0.001019,0.0124,0,-0.013419,0.09622,TRADE,2025-12-01T22:08:50.659Z
SEI-USD,LONG,240,0.12282,-0.008465,0.0048,0,-0.013265,0.12284,TRADE,2025-12-01T22:08:50.646Z
CRV-USD,LONG,77,0.3858,-0.032612,-0.01925,0,-0.013362,0.38555,TRADE,2025-12-01T22:08:50.680Z
POPCAT-USD,LONG,309,0.09627,-0.056636,-0.04326,0,-0.013376,0.09613,TRADE,2025-12-01T21:56:44.065Z
RESOLV-USD,LONG,360,0.08046,-0.099414,-0.0864,0,-0.013014,0.08022,TRADE,2025-12-01T21:56:44.650Z
LDO-USD,LONG,51,0.5823,0.001934,0.0153,0,-0.013366,0.5826,TRADE,2025-12-01T21:56:44.693Z
LINEA-USD,LONG,3200,0.00914,-0.007162,0.006,0,-0.013162,0.009142,TRADE,2025-12-01T21:32:56.834Z
ZRO-USD,LONG,23,1.2461,-0.008297,0.0046,0,-0.012897,1.2463,TRADE,2025-12-01T21:33:03.347Z
LTC-USD,LONG,0.38,77.12,-0.025584,-0.0124,0,-0.013184,77.09,TRADE,2025-12-01T21:50:32.361Z
TIA-USD,LONG,52,0.5659,0.007554,0.0208,0,-0.013246,0.5663,TRADE,2025-12-01T21:25:00.240Z
LINEA-USD,LONG,3200,0.009121,0.034856,0.048,0,-0.013144,0.009136,TRADE,2025-12-01T21:25:00.482Z
WLFI-USD,LONG,190,0.15221,-0.026309,-0.0133,0,-0.013009,0.15214,TRADE,2025-12-01T21:24:01.308Z
ZRO-USD,LONG,24,1.2407,-0.015798,-0.0024,0,-0.013398,1.2406,TRADE,2025-12-01T21:23:54.052Z
LINEA-USD,LONG,3200,0.009099,0.063681,0.0768,0,-0.013119,0.009123,TRADE,2025-12-01T21:21:21.439Z
WLFI-USD,LONG,90,0.15156,-0.00246,0.0105,0,-0.01296,0.15161,TRADE,2025-12-01T21:20:18.406Z
ZRO-USD,LONG,24,1.2354,0.104232,0.1176,0,-0.013368,1.2403,TRADE,2025-12-01T21:21:21.441Z
RESOLV-USD,LONG,370,0.07942,0.001574,0.0148,0,-0.013226,0.07946,TRADE,2025-12-01T21:21:20.985Z
TIA-USD,LONG,52,0.5631,0.00762,0.0208,0,-0.01318,0.5635,TRADE,2025-12-01T21:20:26.350Z
ZRO-USD,LONG,24,1.2361,-0.039743,-0.0264,0,-0.013343,1.235,TRADE,2025-12-01T21:12:29.350Z
RESOLV-USD,LONG,370,0.07976,-0.150149,-0.1369,0,-0.013249,0.07939,TRADE,2025-12-01T21:19:43.502Z
WLFI-USD,LONG,190,0.15156,-0.043351,-0.0304,0,-0.012951,0.1514,TRADE,2025-12-01T21:12:21.425Z
LINEA-USD,LONG,3200,0.009089,-0.032283,-0.0192,0,-0.013083,0.009083,TRADE,2025-12-01T21:19:43.947Z
BERA-USD,LONG,33,0.8853,0.036343,0.0495,0,-0.013157,0.8868,TRADE,2025-12-01T21:11:26.873Z
POPCAT-USD,LONG,312,0.09546,0.0677,0.08112,0,-0.01342,0.09572,TRADE,2025-12-01T21:11:27.324Z
ZRO-USD,LONG,24,1.2394,-0.104564,-0.0912,0,-0.013364,1.2356,TRADE,2025-12-01T21:11:26.887Z
TIA-USD,LONG,52,0.5647,-0.039207,-0.026,0,-0.013207,0.5642,TRADE,2025-12-01T21:05:35.154Z
LINEA-USD,LONG,3200,0.009085,-0.057872,-0.0448,0,-0.013072,0.009071,TRADE,2025-12-01T21:05:29.120Z
WLFI-USD,LONG,190,0.15163,-0.02436,-0.0114,0,-0.01296,0.15157,TRADE,2025-12-01T21:05:23.090Z
RESOLV-USD,LONG,370,0.07932,-0.035401,-0.0222,0,-0.013201,0.07926,TRADE,2025-12-01T21:05:17.049Z
ZRO-USD,LONG,24,1.2362,-0.01335,0,0,-0.01335,1.2362,TRADE,2025-12-01T21:03:06.791Z
BERA-USD,LONG,33,0.8871,-0.056063,-0.0429,0,-0.013163,0.8858,TRADE,2025-12-01T21:03:06.340Z
LINEA-USD,LONG,3200,0.009068,-0.038651,-0.0256,0,-0.013051,0.00906,TRADE,2025-12-01T21:03:06.564Z
WLFI-USD,LONG,190,0.15163,-0.02816,-0.0152,0,-0.01296,0.15155,TRADE,2025-12-01T21:03:06.694Z
TIA-USD,LONG,52,0.5652,-0.087653,-0.078,0.003554,-0.013207,0.5637,TRADE,2025-12-01T21:02:30.221Z
WLFI-USD,LONG,190,0.15214,-0.030103,-0.0171,0,-0.013003,0.15205,TRADE,2025-12-01T20:41:14.797Z
JUP-USD,LONG,133,0.2238,-0.039988,-0.0266,0,-0.013388,0.2236,TRADE,2025-12-01T20:40:33.420Z
TIA-USD,LONG,28,0.5669,0.01433,0.0276,0,-0.01327,0.5674,TRADE,2025-12-01T20:20:13.593Z
RESOLV-USD,LONG,370,0.0787,-0.013102,0,0,-0.013102,0.0787,TRADE,2025-12-01T20:14:29.324Z
1000SHIB-USD,LONG,3700,0.007948,-0.028029,-0.0148,0,-0.013229,0.007944,TRADE,2025-12-01T20:14:17.365Z
APT-USD,LONG,16.1,1.8493,0.012357,0.02576,0,-0.013403,1.8509,TRADE,2025-12-01T20:08:07.166Z
BERA-USD,LONG,33,0.8933,0.092928,0.1056,0.000616,-0.013288,0.8965,TRADE,2025-12-01T20:07:33.785Z
WLFI-USD,LONG,190,0.15148,-0.022448,-0.0095,0,-0.012948,0.15143,TRADE,2025-12-01T19:53:59.497Z
TIA-USD,LONG,53,0.5591,0.050252,0.0636,0,-0.013348,0.5603,TRADE,2025-12-01T19:54:45.097Z
JUP-USD,LONG,134,0.2218,-0.053565,-0.0402,0,-0.013365,0.2215,TRADE,2025-12-01T19:47:52.399Z
TIA-USD,LONG,53,0.56,-0.034551,-0.0212,0,-0.013351,0.5596,TRADE,2025-12-01T19:47:46.374Z
RESOLV-USD,LONG,370,0.07973,-0.03177,-0.0185,0,-0.01327,0.07968,TRADE,2025-12-01T19:47:40.320Z
BERA-USD,LONG,33,0.8892,-0.019802,-0.0066,0,-0.013202,0.889,TRADE,2025-12-01T19:47:34.278Z
WLFI-USD,LONG,190,0.15169,-0.031964,-0.019,0,-0.012964,0.15159,TRADE,2025-12-01T19:47:28.527Z
WLFI-USD,LONG,190,0.15177,-0.028172,-0.0152,0,-0.012972,0.15169,TRADE,2025-12-01T19:42:55.110Z
TIA-USD,LONG,53,0.5606,-0.034565,-0.0212,0,-0.013365,0.5602,TRADE,2025-12-01T19:42:49.399Z
SEI-USD,LONG,240,0.12049,-0.003414,0.0096,0,-0.013014,0.12053,TRADE,2025-12-01T19:35:14.214Z
TIA-USD,LONG,53,0.5576,-0.0027,0.0106,0,-0.0133,0.5578,TRADE,2025-12-01T19:35:07.688Z
JUP-USD,LONG,134,0.2212,-0.066926,-0.0536,0,-0.013326,0.2208,TRADE,2025-12-01T19:35:01.129Z
WLFI-USD,LONG,190,0.15198,-0.024391,-0.0114,0,-0.012991,0.15192,TRADE,2025-12-01T19:34:55.103Z
JUP-USD,LONG,133,0.2239,-0.14637,-0.133,0,-0.01337,0.2229,TRADE,2025-12-01T19:20:20.234Z
WLFI-USD,LONG,190,0.1508,-0.050884,-0.038,0,-0.012884,0.1506,TRADE,2025-12-01T19:16:31.654Z
EIGEN-USD,LONG,59,0.5031,-0.119532,-0.1062,0,-0.013332,0.5013,TRADE,2025-12-01T19:16:25.174Z
ZRO-USD,LONG,24,1.2062,-0.142597,-0.1296,0,-0.012997,1.2008,TRADE,2025-12-01T19:09:51.673Z
BERA-USD,LONG,33,0.8899,-0.046207,-0.033,0,-0.013207,0.8889,TRADE,2025-12-01T19:09:51.631Z
TIA-USD,LONG,54,0.5515,-0.033997,-0.0206,0,-0.013397,0.5512,TRADE,2025-12-01T18:10:31.808Z
KAITO-USD,LONG,48,0.6138,0.010737,0.024,0,-0.013263,0.6143,TRADE,2025-12-01T18:10:30.768Z
JUP-USD,LONG,134,0.2219,0.106804,0.1206,-0.000389,-0.013407,0.2228,TRADE,2025-12-01T19:00:01.060Z
BERA-USD,LONG,33,0.8911,-0.10891,-0.0957,0,-0.01321,0.8882,TRADE,2025-12-01T18:10:27.971Z
WLFI-USD,LONG,190,0.15346,0.020216,0.0323,0.001043,-0.013127,0.15363,TRADE,2025-12-01T19:04:37.955Z
SEI-USD,LONG,240,0.12066,0.006166,0.0192,0,-0.013034,0.12074,TRADE,2025-12-01T18:10:33.556Z
ADA-USD,LONG,79,0.3757,0.097936,0.1106,0.000716,-0.01338,0.3771,TRADE,2025-12-01T19:04:23.726Z
RESOLV-USD,LONG,360,0.08029,-0.668728,-0.6876,0.025375,-0.006503,0.07838,TRADE,2025-12-01T19:09:49.758Z
WLFI-USD,LONG,90,0.15339,-0.031009,-0.0179,0,-0.013109,0.15329,TRADE,2025-12-01T17:59:36.249Z
ADA-USD,LONG,79,0.3745,-0.029109,-0.0158,0,-0.013309,0.3743,TRADE,2025-12-01T17:59:30.166Z
APT-USD,LONG,16.2,1.8292,-0.016573,-0.00324,0,-0.013333,1.829,TRADE,2025-12-01T17:19:08.379Z
KAITO-USD,LONG,48,0.613,-0.018039,-0.0048,0,-0.013239,0.6129,TRADE,2025-12-01T17:14:03.049Z
TIA-USD,LONG,53,0.5535,-0.034395,-0.0212,0,-0.013195,0.5531,TRADE,2025-12-01T17:13:25.519Z
UNI-USD,LONG,4.8,6.1719,-0.033006,-0.01968,0,-0.013326,6.1678,TRADE,2025-11-30T22:14:14.349Z
AAVE-USD,LONG,0.16,180.69,-0.019407,-0.0064,0,-0.013007,180.65,TRADE,2025-11-30T22:14:14.557Z
WLFI-USD,LONG,180,0.15958,-0.03272,-0.0198,0,-0.01292,0.15947,TRADE,2025-11-30T22:14:14.349Z
OP-USD,LONG,91,0.3265,-0.067957,-0.0546,0,-0.013357,0.3259,TRADE,2025-11-30T22:14:14.563Z
UNI-USD,LONG,4.8,6.1491,0.091815,0.10512,0,-0.013305,6.171,TRADE,2025-11-30T22:12:19.048Z
AAVE-USD,LONG,0.16,179.89,0.083027,0.096,0,-0.012973,180.49,TRADE,2025-11-30T22:12:19.252Z
AERO-USD,LONG,43,0.67907,0.025122,0.03827,0,-0.013148,0.67996,TRADE,2025-11-30T22:12:19.044Z
AAVE-USD,LONG,0.16,179.58,-0.056119,-0.0432,0,-0.012919,179.31,TRADE,2025-11-30T21:59:15.661Z
BERA-USD,LONG,33,0.8877,-0.042875,-0.0297,0,-0.013175,0.8868,TRADE,2025-11-30T21:59:15.672Z
ADA-USD,LONG,70,0.4235,-0.041333,-0.028,0,-0.013333,0.4231,TRADE,2025-11-30T21:59:15.829Z
BERA-USD,LONG,33,0.8828,0.011686,0.0248,0,-0.013114,0.8836,TRADE,2025-11-30T21:47:15.924Z
ADA-USD,LONG,70,0.4231,0.000671,0.014,0,-0.013329,0.4233,TRADE,2025-11-30T21:47:15.727Z
AAVE-USD,LONG,0.16,179.54,-0.03852,-0.0256,0,-0.01292,179.38,TRADE,2025-11-30T21:41:12.230Z
BERA-USD,LONG,33,0.8849,-0.092322,-0.0792,0,-0.013122,0.8825,TRADE,2025-11-30T21:41:11.793Z
AERO-USD,LONG,43,0.68198,-0.146896,-0.13373,0,-0.013166,0.67887,TRADE,2025-11-30T21:41:12.471Z
BERA-USD,LONG,33,0.8827,-0.023005,-0.0099,0,-0.013105,0.8824,TRADE,2025-11-30T21:29:17.354Z
CRV-USD,LONG,70,0.42187,0.0385,0.0518,0,-0.0133,0.42261,TRADE,2025-11-30T21:29:17.378Z
BERA-USD,LONG,33,0.8818,-0.022992,-0.0099,0,-0.013092,0.8815,TRADE,2025-11-30T21:25:52.313Z
RESOLV-USD,LONG,390,0.07596,0.037958,0.0513,0,-0.013342,0.0761,TRADE,2025-11-30T21:25:52.556Z
EDEN-USD,LONG,370,0.08033,0.023618,0.037,0,-0.013382,0.08043,TRADE,2025-11-30T21:25:28.720Z
RESOLV-USD,LONG,380,0.07709,-0.035977,-0.0228,0,-0.013177,0.07703,TRADE,2025-11-30T21:15:59.806Z
NEAR-USD,LONG,16,1.8552,-0.024554,-0.0112,0,-0.013354,1.8545,TRADE,2025-11-30T21:15:59.818Z
OP-USD,LONG,91,0.324,0.024396,0.0364,0.001271,-0.013275,0.3244,TRADE,2025-11-30T21:08:36.457Z
RESOLV-USD,LONG,380,0.07761,-0.226157,-0.2221,0.009164,-0.013221,0.07703,TRADE,2025-11-30T21:08:36.475Z
EDEN-USD,LONG,370,0.07989,0.602952,0.6179,-0.001509,-0.013439,0.08156,TRADE,2025-11-30T21:08:36.470Z
RESOLV-USD,LONG,380,0.07739,0.015261,0.0285,0,-0.013239,0.07747,TRADE,2025-11-30T20:50:22.066Z
OP-USD,LONG,91,0.3243,-0.040573,-0.0273,0,-0.013273,0.324,TRADE,2025-11-30T20:50:21.843Z
APEX-USD,LONG,43,0.68014,-0.003272,0.00989,0,-0.013162,0.68037,TRADE,2025-11-30T20:37:26.940Z
OP-USD,LONG,91,0.3244,-0.022382,-0.0091,0,-0.013282,0.3243,TRADE,2025-11-30T20:37:27.159Z
BERA-USD,LONG,33,0.8837,-0.164888,-0.1518,0,-0.013088,0.8791,TRADE,2025-11-30T20:37:27.429Z
SUI-USD,LONG,19,1.5443,-0.108181,-0.095,0,-0.013181,1.5393,TRADE,2025-11-30T20:25:55.276Z
APEX-USD,LONG,43,0.68821,-0.331444,-0.3182,0,-0.013244,0.68081,TRADE,2025-11-30T20:25:55.741Z
KAITO-USD,LONG,42,0.7039,-0.097283,-0.084,0,-0.013283,0.7019,TRADE,2025-11-30T20:25:55.259Z
UNI-USD,LONG,4.8,6.1588,-0.013782,-0.00048,0,-0.013302,6.1587,TRADE,2025-11-30T20:09:45.639Z
SUI-USD,LONG,19,1.5434,-0.013195,0,0,-0.013195,1.5434,TRADE,2025-11-30T20:09:37.116Z
APEX-USD,LONG,43,0.6887,-0.035681,-0.02236,0,-0.013321,0.68818,TRADE,2025-11-30T20:09:31.073Z
LINEA-USD,LONG,3000,0.009888,-0.025345,-0.012,0,-0.013345,0.009884,TRADE,2025-11-30T20:09:25.037Z
UNI-USD,LONG,4.8,6.1417,0.000748,0.0144,-0.000383,-0.013269,6.1447,TRADE,2025-11-30T20:04:56.881Z
LINEA-USD,LONG,3000,0.009872,-0.010327,0.003,0,-0.013327,0.009873,TRADE,2025-11-30T19:56:58.291Z
SUI-USD,LONG,19,1.5415,-0.009379,0.0038,0,-0.013179,1.5417,TRADE,2025-11-30T19:56:52.279Z
BERA-USD,LONG,33,0.8847,-0.026333,-0.0132,0,-0.013133,0.8843,TRADE,2025-11-30T19:56:46.251Z
APEX-USD,LONG,43,0.68876,-0.022784,-0.00946,0,-0.013324,0.68854,TRADE,2025-11-30T19:56:40.224Z
KAITO-USD,LONG,42,0.7005,-0.013238,0,0,-0.013238,0.7005,TRADE,2025-11-30T19:56:34.153Z
BERA-USD,LONG,33,0.8855,-0.056039,-0.0429,0,-0.013139,0.8842,TRADE,2025-11-30T19:52:07.962Z
APEX-USD,LONG,43,0.68821,-0.019764,-0.00645,0,-0.013314,0.68806,TRADE,2025-11-30T19:52:08.171Z
LINEA-USD,LONG,3000,0.009871,-0.067312,-0.054,0,-0.013312,0.009853,TRADE,2025-11-30T19:52:08.177Z
BERA-USD,LONG,33,0.8838,0.036365,0.0495,0,-0.013135,0.8853,TRADE,2025-11-30T19:47:48.983Z
